"","Species_Pair","dom_species","sub_species","mod_completion","SUB_guild","DOM_guild","guild_pair","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","MCMC_setting","BPV_valid","BPV_valid_conserv","OD_valid","OD_valid_conserv","parameter_valid","direction","preference","support","support_conserv"
"197","SUB-Panthera_tigris~DOM-Sus_barbatus","Sus_barbatus","Panthera_tigris","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",-0.155280296205438,0.136817432940494,-0.467963163029887,0.0730616329336409,0.999967570359358,"Non-Significant",0.669233333333333,0.3682,1.01378633894333,0.990645710044621,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_2"
"198","SUB-Panthera_tigris~DOM-Sus_scrofa","Sus_scrofa","Panthera_tigris","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",0.100610381057933,0.0257546750769766,0.0499966353331617,0.1509293862076,1.00024903961569,"Significant",0.5485,0.3711,1.01340454158925,0.998564638211498,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","preferred","Supported","Supported"
"199","SUB-Panthera_tigris~DOM-Tapirus_indicus","Tapirus_indicus","Panthera_tigris","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",-0.112470714783999,0.0755590915556048,-0.267466843897173,0.0304807215802996,1.00043703682818,"Non-Significant",0.213666666666667,0.3691,1.01352506563734,1.03252590454477,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_3"
"200","SUB-Panthera_tigris~DOM-Tragulus_genus","Tragulus_genus","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0486744568656434,0.0434018335302459,-0.143004979429387,0.0251680511721844,0.999992147243889,"Non-Significant",0.471,0.3676,1.01357479965529,1.00133812288667,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"201","SUB-Panthera_tigris~DOM-Trichys_fasciculata","Trichys_fasciculata","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-1.42441551928108,1.20561501591354,-4.41264342724191,0.316944789141172,1.00336020927574,"Non-Significant",0.346533333333333,0.364766666666667,1.01395836846985,1.0138886821292,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"202","SUB-Panthera_tigris~DOM-Ursus_thibetanus","Ursus_thibetanus","Panthera_tigris","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",0.0743280259408098,0.0186921288298515,0.0391118446794717,0.111982414953738,1.0417770713083,"Significant",0.0167,0.387566666666667,1.01208694632434,1.0750981600391,"LONG","No","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_3","Unsupported_3"
"203","SUB-Panthera_tigris~DOM-Viverra_megaspila","Viverra_megaspila","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-3.12904149033886,1.24211477423905,-6.08966209788123,-1.30602091407212,1.00043645902584,"Significant",0.413033333333333,0.381666666666667,1.01219270942576,1.02766807000376,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_1","Unsupported_1"
"204","SUB-Panthera_tigris~DOM-Viverra_zibetha","Viverra_zibetha","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-0.0034666017875508,0.0349289092721794,-0.0743497579356172,0.062245554943686,0.999990193769278,"Non-Significant",0.3801,0.372866666666667,1.01355520509876,1.0100695468609,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"205","SUB-Panthera_tigris~DOM-Viverricula_indica","Viverricula_indica","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.0647840679083901,0.0605662650792067,-0.0575002589554955,0.180668202415107,0.999980922284322,"Non-Significant",0.271533333333333,0.365666666666667,1.01434074409352,1.06817697193226,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"206","SUB-Paradoxurus_hermaphroditus~DOM-Cuon_alpinus","Cuon_alpinus","Paradoxurus_hermaphroditus","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.770274004269207,0.0757598690219348,0.629985741109218,0.923721498853519,1.00252686489845,"Significant",0.248033333333333,0.394933333333333,1.00847359642134,1.04134637332173,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"207","SUB-Paradoxurus_hermaphroditus~DOM-Neofelis_genus","Neofelis_genus","Paradoxurus_hermaphroditus","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.875310045030138,0.0753042610897103,0.72878862019772,1.02480028082772,1.00131945631741,"Significant",0.137166666666667,0.4093,1.00718434772865,1.05558930019473,"LONG","No","No","Yes","Yes","Yes","top-down","community","Unsupported_3","Unsupported_3"
"208","SUB-Paradoxurus_hermaphroditus~DOM-Panthera_pardus","Panthera_pardus","Paradoxurus_hermaphroditus","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",-0.266022479885705,0.227104441066955,-0.784201420958619,0.106159370668239,1.00198055149207,"Non-Significant",0.193466666666667,0.3796,1.00925226540959,1.09143895161606,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"209","SUB-Paradoxurus_hermaphroditus~DOM-Panthera_tigris","Panthera_tigris","Paradoxurus_hermaphroditus","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.00320061816463417,0.0599007132877032,-0.116115832308954,0.119952251542935,1.00012347841339,"Non-Significant",0.366266666666667,0.380666666666667,1.00918714156672,1.0139135105817,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_2"
"210","SUB-Pardofelis_marmorata~DOM-Cuon_alpinus","Cuon_alpinus","Pardofelis_marmorata","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",-0.210183319360535,0.221522559068816,-0.711270209685386,0.161619407298647,1.00007677437763,"Non-Significant",0.317266666666667,0.454466666666667,1.01290226196786,1.02869238776658,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_2"
"211","SUB-Pardofelis_marmorata~DOM-Neofelis_genus","Neofelis_genus","Pardofelis_marmorata","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",0.752365555259613,0.100467157439587,0.565277531550661,0.959362659671291,1.00128662649536,"Significant",0.188633333333333,0.432466666666667,1.01830524614848,1.0436555498568,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"212","SUB-Pardofelis_marmorata~DOM-Panthera_pardus","Panthera_pardus","Pardofelis_marmorata","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",-0.165267522294671,0.230781640073937,-0.707190068578203,0.199255585371994,1.00160609583846,"Non-Significant",0.189866666666667,0.4512,1.01365670904461,1.09300543557507,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"213","SUB-Pardofelis_marmorata~DOM-Panthera_tigris","Panthera_tigris","Pardofelis_marmorata","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",-0.0718939030050957,0.130421905750187,-0.353591434402611,0.16247556605855,1.00002825760932,"Non-Significant",0.3623,0.454,1.01340476015104,1.01396209812116,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_2"
"214","SUB-Prionailurus_bengalensis~DOM-Cuon_alpinus","Cuon_alpinus","Prionailurus_bengalensis","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",0.436842144340479,0.0687508592765265,0.306828662725013,0.57661031990564,1.00161207960245,"Significant",0.326333333333333,0.444166666666667,1.00421101578773,1.02730910017078,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"215","SUB-Prionailurus_bengalensis~DOM-Neofelis_genus","Neofelis_genus","Prionailurus_bengalensis","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",0.643614843932961,0.0654131994325941,0.518950634153499,0.776625542807187,1.00066105203262,"Significant",0.1624,0.4477,1.00418518529617,1.04988416469757,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"216","SUB-Prionailurus_bengalensis~DOM-Panthera_pardus","Panthera_pardus","Prionailurus_bengalensis","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",0.394861123328171,0.0660458852806814,0.272841177421837,0.532392304116066,0.999967162149812,"Significant",0.1806,0.434766666666667,1.00525563562754,1.09400140738365,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"217","SUB-Prionailurus_bengalensis~DOM-Panthera_tigris","Panthera_tigris","Prionailurus_bengalensis","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",0.13434931490385,0.0355909809674232,0.0691113029827091,0.208472611766648,1.00032267486003,"Significant",0.333666666666667,0.430366666666667,1.00537108856575,1.01734088417832,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"218","SUB-Rusa_unicolor~DOM-Cuon_alpinus","Cuon_alpinus","Rusa_unicolor","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",0.498587690947936,0.89869034739569,-0.880113189279552,1.29662775890383,19.6968124331777,"Non-Significant",0.177166666666667,0.367466666666667,1.00777801061999,1.05408295841574,"LONG","Yes","No","Yes","Yes","No","top-down","preferred","Unsupported_3","Unsupported_3"
"219","SUB-Rusa_unicolor~DOM-Neofelis_genus","Neofelis_genus","Rusa_unicolor","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",0.722078195475079,0.115951284549021,0.564806621568084,0.933570751771205,5.32841428604871,"Significant",0.0754333333333333,0.1185,1.02806245510274,1.07264936747737,"LONG","No","No","Yes","Yes","No","top-down","preferred","Unsupported_3","Unsupported_3"
"220","SUB-Rusa_unicolor~DOM-Panthera_pardus","Panthera_pardus","Rusa_unicolor","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",-0.199046044824765,0.203279030888819,-0.683403874358082,0.107703306107382,0.999977691181972,"Non-Significant",0.188033333333333,0.5811,0.995914074999538,1.09241252740948,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"221","SUB-Rusa_unicolor~DOM-Panthera_tigris","Panthera_tigris","Rusa_unicolor","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",0.791785879472185,0.0593726928702933,0.679477308207744,0.908967180680836,1.00402312995081,"Significant",0.266633333333333,0.5718,0.996255928513523,1.02363724675551,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_1"
"222","SUB-Sus_barbatus~DOM-Neofelis_genus","Neofelis_genus","Sus_barbatus","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.133692888645937,0.488193114882643,-0.638905519168325,0.583285451983408,14.5606584854333,"Non-Significant",0.156266666666667,0.351966666666667,1.00918218298587,1.05038827691254,"LONG","Yes","No","Yes","Yes","No","top-down","preferred","Unsupported_3","Unsupported_3"
"223","SUB-Sus_barbatus~DOM-Panthera_tigris","Panthera_tigris","Sus_barbatus","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",-1.35278637383336,1.69245973037293,-3.1060190076368,1.13189703805762,11.3560426979042,"Non-Significant",0.3563,0.576033333333333,0.996137684200943,1.01502311436795,"LONG","Yes","Yes","Yes","Yes","No","top-down","preferred","Unsupported_3","Unsupported_3"
"224","SUB-Sus_scrofa~DOM-Cuon_alpinus","Cuon_alpinus","Sus_scrofa","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.509783552407694,0.0370572281461867,0.438006880203283,0.583060430014298,1.00235432302231,"Significant",0.2279,0.2983,1.00699868114786,1.04212084647762,"LONG","Yes","No","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_3"
"225","SUB-Sus_scrofa~DOM-Neofelis_genus","Neofelis_genus","Sus_scrofa","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.420897958587757,0.0333607974459517,0.357089554110214,0.487102439459438,1.0453441514858,"Significant",0.115366666666667,0.214433333333333,1.01062665111668,1.05970525433136,"LONG","No","No","Yes","Yes","Yes","top-down","preferred","Unsupported_3","Unsupported_3"
"226","SUB-Sus_scrofa~DOM-Panthera_pardus","Panthera_pardus","Sus_scrofa","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.11171369025543,0.037956551568889,0.0371938891965571,0.187048586564865,1.00017793312446,"Significant",0.190166666666667,0.550566666666667,0.998464572508187,1.09153605440822,"LONG","Yes","No","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_3"
"227","SUB-Sus_scrofa~DOM-Panthera_tigris","Panthera_tigris","Sus_scrofa","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.0655967526007936,0.0308205173601863,0.00940891751716471,0.129436322827104,1.0005314063034,"Significant",0.373266666666667,0.547166666666667,0.99856812754593,1.01284561867782,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_1"
"228","SUB-Tapirus_indicus~DOM-Cuon_alpinus","Cuon_alpinus","Tapirus_indicus","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",1.73009217117394,0.235999952992335,1.20334418693495,2.15642845595475,1.00526550286291,"Significant",0.321666666666667,0.211666666666667,1.03400452809731,1.02804232823837,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"229","SUB-Tapirus_indicus~DOM-Neofelis_genus","Neofelis_genus","Tapirus_indicus","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",0.923350859929858,0.0873460036444794,0.760884712842761,1.10434199840333,1.00422074011958,"Significant",0.171866666666667,0.227133333333333,1.03371762939476,1.04740089356071,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"230","SUB-Tapirus_indicus~DOM-Panthera_pardus","Panthera_pardus","Tapirus_indicus","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",1.03559098421859,0.1321618698849,0.772017271766881,1.28439817213141,1.00006823296619,"Significant",0.2252,0.1923,1.03607283820256,1.08076409143329,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"231","SUB-Tapirus_indicus~DOM-Panthera_tigris","Panthera_tigris","Tapirus_indicus","completed","Large_Herbivore","Large_Carnivore","SUB-Large_Herbivore~DOM-Large_Carnivore",0.874368351617665,0.141609145633738,0.611415329078493,1.16694896857329,1.0003278275524,"Significant",0.359533333333333,0.1993,1.03505729375086,1.01463261039846,"LONG","Yes","No","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_3"
"232","SUB-Tragulus_genus~DOM-Cuon_alpinus","Cuon_alpinus","Tragulus_genus","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",-0.317420580519994,1.08412517457133,-1.26337296601058,1.38959357749718,18.9084368657152,"Non-Significant",0.2731,0.575666666666667,0.996989571704523,1.03552357130474,"LONG","Yes","Yes","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"233","SUB-Tragulus_genus~DOM-Neofelis_genus","Neofelis_genus","Tragulus_genus","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",-0.389074903665117,0.878715798243329,-1.12230699422866,0.949879087511085,22.6752462266511,"Non-Significant",0.0813666666666667,0.508666666666667,0.999746244335863,1.07056321938468,"LONG","No","No","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"234","SUB-Tragulus_genus~DOM-Panthera_pardus","Panthera_pardus","Tragulus_genus","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",0.0765684199590282,0.71629928312177,-1.11604125114556,0.742804269269328,13.1510168045891,"Non-Significant",0.136066666666667,0.490933333333333,1.00053590570316,1.11792202542309,"LONG","No","No","Yes","No","No","top-down","community","Unsupported_3","Unsupported_3"
"235","SUB-Tragulus_genus~DOM-Panthera_tigris","Panthera_tigris","Tragulus_genus","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",-0.384621537521482,0.654217396084513,-0.998950908988702,0.619922110221979,15.6134280776109,"Non-Significant",0.3239,0.492,1.0004544419348,1.01829327716624,"LONG","Yes","Yes","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"236","SUB-Trichys_fasciculata~DOM-Cuon_alpinus","Cuon_alpinus","Trichys_fasciculata","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",0.323441275358042,0.441235797830542,-0.651478171701269,1.12718749052437,1.00140290216346,"Non-Significant",0.318666666666667,0.352866666666667,1.01364994438294,1.02806063813348,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_2"
"237","SUB-Trichys_fasciculata~DOM-Neofelis_genus","Neofelis_genus","Trichys_fasciculata","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",0.485049642375586,0.891027728879173,-0.90836511835238,1.29370878710769,16.5928774040689,"Non-Significant",0.174633333333333,0.410333333333333,1.00918703777066,1.04614126529998,"LONG","Yes","No","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"238","SUB-Trichys_fasciculata~DOM-Panthera_tigris","Panthera_tigris","Trichys_fasciculata","completed","Small_Herbivore","Large_Carnivore","SUB-Small_Herbivore~DOM-Large_Carnivore",-2.25336821586845,1.26547018176373,-5.25498069918775,-0.351867747226919,1.00035542002565,"Significant",0.3673,0.347433333333333,1.01395546080232,1.01390395583899,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Supported","Supported"
"239","SUB-Ursus_thibetanus~DOM-Cuon_alpinus","Cuon_alpinus","Ursus_thibetanus","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.291280095996186,0.767870625598195,-0.847964108432488,0.909228017504565,35.6841751301219,"Non-Significant",0.234766666666667,0.0466333333333333,1.0627246597201,1.04338641762067,"LONG","No","No","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"240","SUB-Ursus_thibetanus~DOM-Neofelis_genus","Neofelis_genus","Ursus_thibetanus","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.297716159101012,0.868215753596151,-0.99033844623004,1.05801558705272,41.8544037099617,"Non-Significant",0.111066666666667,0.0417,1.06507414936668,1.06163868235547,"LONG","No","No","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"241","SUB-Ursus_thibetanus~DOM-Panthera_pardus","Panthera_pardus","Ursus_thibetanus","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",0.169650365538685,0.0378635574637862,0.100607842442352,0.249080743965362,1.00215017424605,"Significant",0.1743,0.0141333333333333,1.0777237997208,1.0969483148834,"LONG","No","No","Yes","Yes","Yes","top-down","community","Unsupported_3","Unsupported_3"
"242","SUB-Ursus_thibetanus~DOM-Panthera_tigris","Panthera_tigris","Ursus_thibetanus","completed","Large_Omnivore","Large_Carnivore","SUB-Large_Omnivore~DOM-Large_Carnivore",-0.0892614490847984,0.383743841695869,-0.457727433769449,0.503844808213934,14.1991180009869,"Non-Significant",0.333766666666667,0.0220333333333333,1.07246090356501,1.01735846391842,"LONG","No","No","Yes","Yes","No","top-down","preferred","Unsupported_3","Unsupported_3"
"243","SUB-Varanus_salvator~DOM-Cuon_alpinus","Cuon_alpinus","Varanus_salvator","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",1.11022799809588,0.154174636632482,0.841698479556856,1.44644181643043,1.00516132427932,"Significant",0.2921,0.5154,0.999636983664995,1.032331836798,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"244","SUB-Varanus_salvator~DOM-Neofelis_genus","Neofelis_genus","Varanus_salvator","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",1.22104763850374,0.161756690042165,0.903157086968922,1.53974287902562,1.00119311196986,"Significant",0.179733333333333,0.530133333333333,0.997634753970519,1.04596860660072,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"245","SUB-Varanus_salvator~DOM-Panthera_pardus","Panthera_pardus","Varanus_salvator","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",-1.23741552553677,0.587222171328485,-2.5353829750256,-0.266716775389407,1.00097432559543,"Significant",0.1899,0.543233333333333,0.9964956878998,1.09224807860394,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Supported","Unsupported_3"
"246","SUB-Varanus_salvator~DOM-Panthera_tigris","Panthera_tigris","Varanus_salvator","completed","Small_Carnivore","Large_Carnivore","SUB-Small_Carnivore~DOM-Large_Carnivore",-0.00780562143952506,0.117328198335916,-0.253572082363078,0.208722073257349,1.00027471325807,"Non-Significant",0.3638,0.549566666666667,0.996004780418645,1.01403162329842,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_2"
"247","SUB-Viverra_megaspila~DOM-Cuon_alpinus","Cuon_alpinus","Viverra_megaspila","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",1.70200636451901,0.249128756410223,1.27561547729778,2.25157825717076,1.00193988419854,"Significant",0.286866666666667,0.468433333333333,1.0161675489419,1.03223110362857,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"248","SUB-Viverra_megaspila~DOM-Neofelis_genus","Neofelis_genus","Viverra_megaspila","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",1.7131400495945,0.213321877386403,1.324222689196,2.18166422516591,1.00429372061061,"Significant",0.184966666666667,0.454,1.01867407641256,1.04444025166589,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"249","SUB-Viverra_megaspila~DOM-Panthera_pardus","Panthera_pardus","Viverra_megaspila","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",-0.254487491360652,0.55618715210221,-1.67552687925223,0.461392621485678,1.00019309778101,"Non-Significant",0.19,0.421266666666667,1.02506113576929,1.09177568587764,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"250","SUB-Viverra_megaspila~DOM-Panthera_tigris","Panthera_tigris","Viverra_megaspila","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",-4.08449542666299,1.23572285475004,-6.66512727959034,-2.14229730412889,1.02755305990739,"Significant",0.392,0.429666666666667,1.02359300893047,1.01127506557557,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Supported","Supported"
"251","SUB-Viverra_tangalunga~DOM-Neofelis_genus","Neofelis_genus","Viverra_tangalunga","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.552561298429211,0.0749722292413378,0.408067670393738,0.700092676781282,1.00025125043158,"Significant",0.187366666666667,0.452166666666667,1.0043034961344,1.04391807437292,"LONG","Yes","No","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_3"
"252","SUB-Viverra_zibetha~DOM-Cuon_alpinus","Cuon_alpinus","Viverra_zibetha","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.720012980527653,0.0608554236853997,0.604683551304481,0.843854982334968,1.00628991329084,"Significant",0.272466666666667,0.4323,1.0064484326726,1.03581077988141,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"253","SUB-Viverra_zibetha~DOM-Neofelis_genus","Neofelis_genus","Viverra_zibetha","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.841457165639917,0.0676795101940354,0.714749867816224,0.977876201738028,1.00241304501482,"Significant",0.156666666666667,0.436133333333333,1.00621811775746,1.05051531108408,"LONG","Yes","No","Yes","Yes","Yes","top-down","preferred","Unsupported_1","Unsupported_3"
"254","SUB-Viverra_zibetha~DOM-Panthera_pardus","Panthera_pardus","Viverra_zibetha","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",-0.0128765706342323,0.0537219362414732,-0.119404490685779,0.0928037515195672,1.00027815491151,"Non-Significant",0.1914,0.381766666666667,1.01008565414459,1.09171719004875,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"255","SUB-Viverra_zibetha~DOM-Panthera_tigris","Panthera_tigris","Viverra_zibetha","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",-0.0920294904153944,0.0481674857739175,-0.185200795157417,-2.47326485711975e-05,1.00016407481886,"Significant",0.3606,0.3815,1.01026824034845,1.01426358053215,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Supported","Supported"
"256","SUB-Viverricula_indica~DOM-Cuon_alpinus","Cuon_alpinus","Viverricula_indica","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.940474701865512,0.171098036216776,0.629663013392055,1.30289204795542,1.00027792107289,"Significant",0.273333333333333,0.306533333333333,1.05938448040807,1.0363913079441,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"257","SUB-Viverricula_indica~DOM-Neofelis_genus","Neofelis_genus","Viverricula_indica","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",1.2014555051965,0.205482857840653,0.815917001581433,1.61558805710363,1.00058450308464,"Significant",0.178033333333333,0.2926,1.06296225757891,1.04636496763116,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"258","SUB-Viverricula_indica~DOM-Panthera_tigris","Panthera_tigris","Viverricula_indica","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.446837941719135,0.0784629675554507,0.301977492976928,0.611353348675535,1.00035968233615,"Significant",0.344,0.288133333333333,1.06472673197444,1.01577521490416,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
