"Species","Guild","Body_mass"
"Alethe castanea","Carnivore",0.0315
"Alethe diademata","Carnivore",0.0315
"Anthipes monileger","Carnivore",0.011
"Anthipes solitaris","Carnivore",0.0131
"Brachypteryx cruralis","Carnivore",0.0177
"Brachypteryx goodfellowi","Carnivore",0.0177
"Brachypteryx hyperythra","Carnivore",0.0158
"Brachypteryx leucophris","Carnivore",0.0158
"Brachypteryx montana","Carnivore",0.0177
"Brachypteryx sinensis","Carnivore",0.0177
"Brachypteryx stellata","Omnivore",0.023
"Bradornis boehmi","Carnivore",0.0193
"Bradornis comitatus","Carnivore",0.0141
"Bradornis fuliginosus","Carnivore",0.0177
"Bradornis mariquensis","Carnivore",0.0252
"Bradornis microrhynchus","Carnivore",0.0195
"Bradornis ussheri","Carnivore",0.0178
"Calliope calliope","Carnivore",0.0185
"Calliope obscura","Carnivore",0.0196
"Calliope pectardens","Carnivore",0.0145
"Calliope pectoralis","Carnivore",0.0233
"Calliope tschebaiewi","Carnivore",0.0233
"Campicoloides bifasciatus","Carnivore",0.035
"Cercotrichas barbata","Carnivore",0.0256
"Cercotrichas coryphoeus","Carnivore",0.0204
"Cercotrichas galactotes","Omnivore",0.0203
"Cercotrichas hartlaubi","Carnivore",0.0192
"Cercotrichas leucophrys","Carnivore",0.0165
"Cercotrichas leucosticta","Carnivore",0.0254
"Cercotrichas paena","Omnivore",0.0197
"Cercotrichas podobe","Carnivore",0.0239
"Cercotrichas quadrivirgata","Carnivore",0.0261
"Cercotrichas signata","Carnivore",0.0382
"Chamaetylas choloensis","Carnivore",0.0413
"Chamaetylas fuelleborni","Carnivore",0.052
"Chamaetylas poliocephala","Carnivore",0.0324
"Chamaetylas poliophrys","Carnivore",0.0352
"Cichladusa arquata","Carnivore",0.0342
"Cichladusa guttata","Carnivore",0.0231
"Cichladusa ruficauda","Omnivore",0.0285
"Cinclidium frontale","Carnivore",0.0254
"Copsychus albiventris","Carnivore",0.0292
"Copsychus albospecularis","Carnivore",0.0227
"Copsychus cebuensis","Carnivore",0.0285
"Copsychus fulicatus","Carnivore",0.0166
"Copsychus luzoniensis","Carnivore",0.024
"Copsychus malabaricus","Carnivore",0.0292
"Copsychus mindanensis","Carnivore",0.0329
"Copsychus niger","Carnivore",0.0285
"Copsychus pyrropygus","Carnivore",0.0409
"Copsychus saularis","Carnivore",0.036
"Copsychus sechellarum","Carnivore",0.0707
"Copsychus superciliaris","Carnivore",0.024
"Cossypha albicapillus","Carnivore",0.0585
"Cossypha anomala","Carnivore",0.0245
"Cossypha archeri","Carnivore",0.0228
"Cossypha caffra","Carnivore",0.0285
"Cossypha cyanocampter","Carnivore",0.0267
"Cossypha dichroa","Carnivore",0.0458
"Cossypha heinrichi","Carnivore",0.0603
"Cossypha heuglini","Carnivore",0.0348
"Cossypha humeralis","Carnivore",0.0228
"Cossypha isabellae","Carnivore",0.024
"Cossypha natalensis","Carnivore",0.0341
"Cossypha niveicapilla","Carnivore",0.0367
"Cossypha polioptera","Carnivore",0.0187
"Cossypha semirufa","Carnivore",0.0273
"Cossyphicula roberti","Carnivore",0.034
"Cyanoptila cumatilis","Carnivore",0.0225
"Cyanoptila cyanomelana","Carnivore",0.0225
"Cyornis banyumas","Carnivore",0.0145
"Cyornis brunneatus","Carnivore",0.0181
"Cyornis caerulatus","Carnivore",0.0178
"Cyornis colonus","Carnivore",0.0231
"Cyornis concretus","Carnivore",0.0245
"Cyornis glaucicomans","Carnivore",0.0142
"Cyornis hainanus","Carnivore",0.0144
"Cyornis herioti","Carnivore",0.0196
"Cyornis hoevelli","Carnivore",0.0205
"Cyornis hyacinthinus","Carnivore",0.0258
"Cyornis lemprieri","Carnivore",0.0215
"Cyornis magnirostris","Carnivore",0.0145
"Cyornis montanus","Carnivore",0.0145
"Cyornis nicobaricus","Carnivore",0.0181
"Cyornis olivaceus","Carnivore",0.0157
"Cyornis omissus","Carnivore",0.018
"Cyornis oscillans","Carnivore",0.0239
"Cyornis pallidipes","Omnivore",0.019
"Cyornis pelingensis","Carnivore",0.0231
"Cyornis poliogenys","Carnivore",0.0162
"Cyornis rubeculoides","Carnivore",0.0142
"Cyornis ruckii","Carnivore",0.0205
"Cyornis ruficauda","Carnivore",0.0173
"Cyornis rufigastra","Carnivore",0.0183
"Cyornis sanfordi","Carnivore",0.0205
"Cyornis sumatrensis","Carnivore",0.0162
"Cyornis superbus","Carnivore",0.018
"Cyornis tickelliae","Carnivore",0.0162
"Cyornis turcosus","Carnivore",0.0162
"Cyornis umbratilis","Carnivore",0.0182
"Cyornis unicolor","Carnivore",0.021
"Cyornis whitei","Carnivore",0.0145
"Emarginata schlegelii","Omnivore",0.0233
"Emarginata sinuata","Omnivore",0.0181
"Emarginata tractrac","Carnivore",0.0208
"Enicurus immaculatus","Carnivore",0.0255
"Enicurus leschenaulti","Carnivore",0.0338
"Enicurus maculatus","Carnivore",0.0404
"Enicurus ruficapillus","Carnivore",0.0282
"Enicurus schistaceus","Carnivore",0.031
"Enicurus scouleri","Carnivore",0.0178
"Enicurus velatus","Carnivore",0.033
"Erithacus rubecula","Carnivore",0.0177
"Eumyias additus","Carnivore",0.0225
"Eumyias albicaudatus","Carnivore",0.0164
"Eumyias indigo","Carnivore",0.0231
"Eumyias panayensis","Carnivore",0.02
"Eumyias sordidus","Carnivore",0.0251
"Eumyias thalassinus","Carnivore",0.0181
"Ficedula albicilla","Carnivore",0.0108
"Ficedula albicollis","Carnivore",0.0127
"Ficedula basilanica","Carnivore",0.0135
"Ficedula bonthaina","Carnivore",0.0121
"Ficedula buruensis","Carnivore",0.0145
"Ficedula crypta","Carnivore",0.0115
"Ficedula disposita","Carnivore",0.0121
"Ficedula dumetoria","Carnivore",0.0094
"Ficedula elisae","Carnivore",0.0131
"Ficedula erithacus","Omnivore",0.01
"Ficedula harterti","Carnivore",0.0121
"Ficedula henrici","Carnivore",0.0145
"Ficedula hodgsoni","Carnivore",0.01
"Ficedula hyperythra","Carnivore",0.0082
"Ficedula hypoleuca","Carnivore",0.0138
"Ficedula luzoniensis","Carnivore",0.0082
"Ficedula mugimaki","Carnivore",0.0117
"Ficedula narcissina","Carnivore",0.0131
"Ficedula nigrorufa","Carnivore",0.0094
"Ficedula owstoni","Carnivore",0.0131
"Ficedula parva","Carnivore",0.0108
"Ficedula platenae","Carnivore",0.0121
"Ficedula riedeli","Carnivore",0.0094
"Ficedula ruficauda","Carnivore",0.0133
"Ficedula rufigula","Carnivore",0.0116
"Ficedula sapphira","Carnivore",0.0078
"Ficedula semitorquata","Carnivore",0.0144
"Ficedula speculigera","Carnivore",0.0138
"Ficedula strophiata","Carnivore",0.0128
"Ficedula subrubra","Carnivore",0.0104
"Ficedula superciliaris","Carnivore",0.008
"Ficedula timorensis","Carnivore",0.0121
"Ficedula tricolor","Carnivore",0.0083
"Ficedula westermanni","Carnivore",0.0078
"Ficedula zanthopygia","Carnivore",0.0121
"Fraseria caerulescens","Carnivore",0.0176
"Fraseria cinerascens","Carnivore",0.0231
"Fraseria griseigularis","Carnivore",0.0126
"Fraseria lendu","Carnivore",0.0177
"Fraseria ocreata","Carnivore",0.0355
"Fraseria olivascens","Carnivore",0.0154
"Fraseria plumbea","Carnivore",0.0128
"Fraseria tessmanni","Carnivore",0.0177
"Heinrichia calligyna","Carnivore",0.0268
"Humblotia flavirostris","Carnivore",0.0159
"Irania gutturalis","Carnivore",0.0216
"Larvivora akahige","Carnivore",0.017
"Larvivora brunnea","Carnivore",0.0175
"Larvivora cyane","Carnivore",0.0148
"Larvivora komadori","Carnivore",0.0239
"Larvivora ruficeps","Carnivore",0.018
"Larvivora sibilans","Carnivore",0.0167
"Leonardina woodi","Carnivore",0.021
"Luscinia luscinia","Carnivore",0.0238
"Luscinia megarhynchos","Carnivore",0.0196
"Luscinia phaenicuroides","Omnivore",0.0211
"Luscinia svecica","Carnivore",0.0172
"Melaenornis annamarulae","Carnivore",0.0399
"Melaenornis ardesiacus","Carnivore",0.029
"Melaenornis brunneus","Carnivore",0.0268
"Melaenornis chocolatinus","Carnivore",0.0234
"Melaenornis edolioides","Carnivore",0.0307
"Melaenornis fischeri","Carnivore",0.0234
"Melaenornis herero","Carnivore",0.0272
"Melaenornis pammelaina","Carnivore",0.0302
"Melaenornis semipartitus","Carnivore",0.0225
"Melaenornis silens","Carnivore",0.0257
"Monticola angolensis","Carnivore",0.0444
"Monticola brevipes","Carnivore",0.033
"Monticola cinclorhyncha","Carnivore",0.036
"Monticola explorator","Omnivore",0.0444
"Monticola gularis","Carnivore",0.0346
"Monticola imerina","Omnivore",0.0283
"Monticola rufiventris","Carnivore",0.0532
"Monticola rufocinereus","Carnivore",0.024
"Monticola rupestris","Omnivore",0.0614
"Monticola saxatilis","Carnivore",0.0503
"Monticola sharpei","Omnivore",0.0248
"Monticola solitarius","Carnivore",0.0537
"Muscicapa adusta","Carnivore",0.0104
"Muscicapa aquatica","Carnivore",0.0115
"Muscicapa cassini","Carnivore",0.0173
"Muscicapa dauurica","Carnivore",0.0098
"Muscicapa epulata","Carnivore",0.0096
"Muscicapa ferruginea","Carnivore",0.012
"Muscicapa gambagae","Carnivore",0.013
"Muscicapa griseisticta","Carnivore",0.0159
"Muscicapa muttui","Carnivore",0.012
"Muscicapa randi","Carnivore",0.0201
"Muscicapa segregata","Carnivore",0.0098
"Muscicapa sethsmithi","Carnivore",0.0091
"Muscicapa sibirica","Carnivore",0.0132
"Muscicapa sodhii","Carnivore",0.0159
"Muscicapa striata","Carnivore",0.0159
"Muscicapa williamsoni","Carnivore",0.0098
"Myiomela diana","Carnivore",0.0262
"Myiomela leucura","Omnivore",0.0268
"Myophonus blighi","Carnivore",0.0666
"Myophonus borneensis","Carnivore",0.0897
"Myophonus caeruleus","Carnivore",0.158
"Myophonus castaneus","Carnivore",0.0897
"Myophonus glaucinus","Carnivore",0.0897
"Myophonus horsfieldii","Carnivore",0.117
"Myophonus insularis","Carnivore",0.117
"Myophonus melanurus","Herbivore",0.0666
"Myophonus robinsoni","Carnivore",0.0992
"Myrmecocichla aethiops","Carnivore",0.0566
"Myrmecocichla arnotti","Carnivore",0.0396
"Myrmecocichla collaris","Carnivore",0.0285
"Myrmecocichla formicivora","Carnivore",0.0416
"Myrmecocichla melaena","Carnivore",0.0331
"Myrmecocichla monticola","Carnivore",0.0331
"Myrmecocichla nigra","Carnivore",0.0403
"Myrmecocichla tholloni","Carnivore",0.0416
"Niltava davidi","Omnivore",0.0242
"Niltava grandis","Carnivore",0.0303
"Niltava macgrigoriae","Carnivore",0.012
"Niltava sumatrana","Omnivore",0.0205
"Niltava sundara","Carnivore",0.0211
"Niltava vivida","Carnivore",0.033
"Oenanthe albifrons","Carnivore",0.0206
"Oenanthe albonigra","Carnivore",0.0252
"Oenanthe bottae","Carnivore",0.0199
"Oenanthe chrysopygia","Carnivore",0.0227
"Oenanthe cypriaca","Carnivore",0.0166
"Oenanthe deserti","Carnivore",0.0198
"Oenanthe dubia","Carnivore",0.0194
"Oenanthe familiaris","Carnivore",0.0195
"Oenanthe finschii","Carnivore",0.0274
"Oenanthe fusca","Carnivore",0.0127
"Oenanthe heuglini","Carnivore",0.0199
"Oenanthe hispanica","Omnivore",0.015
"Oenanthe isabellina","Carnivore",0.0294
"Oenanthe leucopyga","Carnivore",0.0279
"Oenanthe leucura","Carnivore",0.041
"Oenanthe lugens","Carnivore",0.0224
"Oenanthe lugentoides","Carnivore",0.0224
"Oenanthe lugubris","Carnivore",0.0224
"Oenanthe melanoleuca","Omnivore",0.015
"Oenanthe melanura","Carnivore",0.0152
"Oenanthe moesta","Carnivore",0.0302
"Oenanthe monacha","Carnivore",0.0216
"Oenanthe oenanthe","Carnivore",0.0254
"Oenanthe phillipsi","Carnivore",0.0196
"Oenanthe picata","Carnivore",0.0216
"Oenanthe pileata","Carnivore",0.0268
"Oenanthe pleschanka","Carnivore",0.0194
"Oenanthe scotocerca","Omnivore",0.016
"Oenanthe xanthoprymna","Carnivore",0.0227
"Phoenicurus alaschanicus","Carnivore",0.0168
"Phoenicurus auroreus","Omnivore",0.0162
"Phoenicurus bicolor","Carnivore",0.023
"Phoenicurus coeruleocephala","Carnivore",0.0149
"Phoenicurus erythrogastrus","Carnivore",0.0245
"Phoenicurus erythronotus","Omnivore",0.0185
"Phoenicurus frontalis","Carnivore",0.0158
"Phoenicurus fuliginosus","Carnivore",0.0203
"Phoenicurus hodgsoni","Omnivore",0.017
"Phoenicurus leucocephalus","Carnivore",0.03
"Phoenicurus moussieri","Carnivore",0.0149
"Phoenicurus ochruros","Omnivore",0.0165
"Phoenicurus phoenicurus","Carnivore",0.0146
"Phoenicurus schisticeps","Omnivore",0.0181
"Pinarochroa sordida","Carnivore",0.021
"Pinarornis plumosus","Carnivore",0.0658
"Pogonocichla stellata","Carnivore",0.0186
"Saxicola caprata","Carnivore",0.0152
"Saxicola dacotiae","Carnivore",0.0122
"Saxicola ferreus","Carnivore",0.0147
"Saxicola gutturalis","Carnivore",0.0153
"Saxicola insignis","Carnivore",0.0153
"Saxicola jerdoni","Carnivore",0.0153
"Saxicola leucurus","Carnivore",0.0141
"Saxicola macrorhynchus","Carnivore",0.0153
"Saxicola maurus","Carnivore",0.0126
"Saxicola rubetra","Carnivore",0.0166
"Saxicola rubicola","Carnivore",0.0153
"Saxicola stejnegeri","Carnivore",0.0154
"Saxicola tectes","Carnivore",0.0126
"Saxicola torquatus","Carnivore",0.0141
"Sheppardia aequatorialis","Carnivore",0.0168
"Sheppardia aurantiithorax","Carnivore",0.0184
"Sheppardia bocagei","Carnivore",0.0183
"Sheppardia cyornithopsis","Carnivore",0.0184
"Sheppardia gabela","Carnivore",0.011
"Sheppardia gunningi","Carnivore",0.0173
"Sheppardia lowei","Carnivore",0.0184
"Sheppardia montana","Carnivore",0.0218
"Sheppardia sharpei","Carnivore",0.0147
"Sholicola albiventris","Carnivore",0.0385
"Sholicola major","Carnivore",0.0385
"Stiphrornis erythrothorax","Carnivore",0.0156
"Swynnertonia swynnertoni","Carnivore",0.016
"Tarsiger chrysaeus","Carnivore",0.0138
"Tarsiger cyanurus","Carnivore",0.0134
"Tarsiger hyperythrus","Carnivore",0.012
"Tarsiger indicus","Carnivore",0.0146
"Tarsiger johnstoniae","Carnivore",0.0105
"Tarsiger rufilatus","Carnivore",0.0128
"Thamnolaea cinnamomeiventris","Herbivore",0.0398
"Thamnolaea semirufa","Carnivore",0.0467
"Vauriella albigularis","Carnivore",0.0357
"Vauriella goodfellowi","Carnivore",0.0317
"Vauriella gularis","Carnivore",0.0251
"Vauriella insignis","Carnivore",0.0287
"Xenocopsychus ansorgei","Carnivore",0.0351
"Aethopyga bella","Omnivore",0.004
"Aethopyga boltoni","Omnivore",0.0071
"Aethopyga christinae","Herbivore",0.0052
"Aethopyga decorosa","Omnivore",0.0056
"Aethopyga duyvenbodei","Omnivore",0.006
"Aethopyga eximia","Omnivore",0.0052
"Aethopyga flagrans","Omnivore",0.0067
"Aethopyga gouldiae","Omnivore",0.005
"Aethopyga guimarasensis","Omnivore",0.0067
"Aethopyga ignicauda","Omnivore",0.0082
"Aethopyga jefferyi","Omnivore",0.0067
"Aethopyga linaraborae","Omnivore",0.0072
"Aethopyga magnifica","Herbivore",0.0093
"Aethopyga mystacalis","Omnivore",0.006
"Aethopyga nipalensis","Omnivore",0.0069
"Aethopyga primigenia","Omnivore",0.007
"Aethopyga pulcherrima","Omnivore",0.0062
"Aethopyga saturata","Herbivore",0.0053
"Aethopyga shelleyi","Omnivore",0.004
"Aethopyga siparaja","Herbivore",0.0067
"Aethopyga temminckii","Omnivore",0.006
"Aethopyga tibolii","Omnivore",0.0063
"Aethopyga vigorsii","Herbivore",0.0067
"Anabathmis hartlaubii","Omnivore",0.0105
"Anabathmis newtonii","Omnivore",0.0065
"Anabathmis reichenbachii","Omnivore",0.0114
"Anthobaphes violacea","Herbivore",0.0094
"Anthreptes anchietae","Omnivore",0.008
"Anthreptes aurantius","Omnivore",0.0125
"Anthreptes gabonicus","Carnivore",0.0106
"Anthreptes griseigularis","Omnivore",0.015
"Anthreptes longuemarei","Carnivore",0.0114
"Anthreptes malacensis","Omnivore",0.0113
"Anthreptes neglectus","Omnivore",0.0118
"Anthreptes orientalis","Carnivore",0.0103
"Anthreptes rectirostris","Omnivore",0.0106
"Anthreptes reichenowi","Herbivore",0.0073
"Anthreptes rhodolaemus","Herbivore",0.0131
"Anthreptes rubritorques","Herbivore",0.0107
"Anthreptes seimundi","Herbivore",0.0066
"Anthreptes simplex","Omnivore",0.0089
"Arachnothera affinis","Omnivore",0.0264
"Arachnothera chrysogenys","Omnivore",0.0232
"Arachnothera clarae","Omnivore",0.0301
"Arachnothera crassirostris","Omnivore",0.016
"Arachnothera dilutior","Omnivore",0.0112
"Arachnothera everetti","Omnivore",0.0264
"Arachnothera flammifera","Omnivore",0.0118
"Arachnothera flavigaster","Omnivore",0.0384
"Arachnothera juliae","Omnivore",0.0301
"Arachnothera longirostra","Omnivore",0.0125
"Arachnothera magna","Omnivore",0.0307
"Arachnothera modesta","Omnivore",0.0264
"Arachnothera robusta","Omnivore",0.0293
"Chalcomitra adelberti","Omnivore",0.0098
"Chalcomitra amethystina","Omnivore",0.0137
"Chalcomitra balfouri","Omnivore",0.011
"Chalcomitra fuliginosa","Omnivore",0.0119
"Chalcomitra hunteri","Omnivore",0.0118
"Chalcomitra rubescens","Omnivore",0.0103
"Chalcomitra senegalensis","Omnivore",0.0122
"Chalcoparia singalensis","Carnivore",0.0082
"Cinnyris afer","Omnivore",0.0111
"Cinnyris asiaticus","Omnivore",0.0081
"Cinnyris batesi","Herbivore",0.0063
"Cinnyris bifasciatus","Herbivore",0.0072
"Cinnyris bouvieri","Omnivore",0.0087
"Cinnyris buettikoferi","Omnivore",0.009
"Cinnyris chalcomelas","Omnivore",0.0082
"Cinnyris chalybeus","Omnivore",0.0077
"Cinnyris chloropygius","Omnivore",0.0062
"Cinnyris coccinigastrus","Herbivore",0.0143
"Cinnyris comorensis","Omnivore",0.0078
"Cinnyris congensis","Omnivore",0.0173
"Cinnyris coquerellii","Omnivore",0.0079
"Cinnyris cupreus","Herbivore",0.0089
"Cinnyris dussumieri","Herbivore",0.0108
"Cinnyris erythrocercus","Omnivore",0.0088
"Cinnyris fuelleborni","Omnivore",0.0082
"Cinnyris fuscus","Omnivore",0.0078
"Cinnyris gertrudis","Omnivore",0.0095
"Cinnyris habessinicus","Herbivore",0.0095
"Cinnyris humbloti","Omnivore",0.0064
"Cinnyris johannae","Herbivore",0.013
"Cinnyris jugularis","Omnivore",0.009
"Cinnyris lotenius","Omnivore",0.0088
"Cinnyris loveridgei","Omnivore",0.0098
"Cinnyris ludovicensis","Omnivore",0.0087
"Cinnyris manoensis","Omnivore",0.0095
"Cinnyris mariquensis","Omnivore",0.0115
"Cinnyris mediocris","Herbivore",0.0082
"Cinnyris minullus","Omnivore",0.0057
"Cinnyris moreaui","Omnivore",0.0082
"Cinnyris nectarinioides","Omnivore",0.0048
"Cinnyris neergaardi","Omnivore",0.0061
"Cinnyris notatus","Omnivore",0.0146
"Cinnyris osea","Herbivore",0.0072
"Cinnyris oustaleti","Omnivore",0.0081
"Cinnyris pembae","Omnivore",0.0082
"Cinnyris prigoginei","Omnivore",0.0111
"Cinnyris pulchellus","Herbivore",0.007
"Cinnyris regius","Omnivore",0.0066
"Cinnyris reichenowi","Herbivore",0.0068
"Cinnyris rockefelleri","Omnivore",0.0053
"Cinnyris rufipennis","Herbivore",0.0088
"Cinnyris shelleyi","Omnivore",0.009
"Cinnyris solaris","Omnivore",0.009
"Cinnyris sovimanga","Omnivore",0.0072
"Cinnyris stuhlmanni","Omnivore",0.0088
"Cinnyris superbus","Herbivore",0.0168
"Cinnyris talatala","Omnivore",0.0081
"Cinnyris tsavoensis","Omnivore",0.0068
"Cinnyris ursulae","Herbivore",0.0065
"Cinnyris usambaricus","Herbivore",0.0082
"Cinnyris venustus","Omnivore",0.0066
"Cyanomitra alinae","Omnivore",0.0126
"Cyanomitra bannermani","Omnivore",0.014
"Cyanomitra cyanolaema","Herbivore",0.0168
"Cyanomitra olivacea","Omnivore",0.0097
"Cyanomitra oritis","Herbivore",0.0112
"Cyanomitra veroxii","Omnivore",0.0115
"Cyanomitra verticalis","Herbivore",0.0144
"Deleornis axillaris","Carnivore",0.0113
"Deleornis fraseri","Carnivore",0.0113
"Drepanorhynchus reichenowi","Herbivore",0.0147
"Dreptes thomensis","Omnivore",0.0262
"Hedydipna collaris","Omnivore",0.007
"Hedydipna metallica","Omnivore",0.0072
"Hedydipna pallidigaster","Carnivore",0.0068
"Hedydipna platura","Herbivore",0.0067
"Kurochkinegramma hypogrammicum","Herbivore",0.0114
"Leptocoma aspasia","Omnivore",0.008
"Leptocoma brasiliana","Omnivore",0.0064
"Leptocoma calcostetha","Herbivore",0.0083
